genotype,mean_lat,lat95,lat99,std_dev_lat,macs,params
"Genotype(normal=[('avg_pool_3x3', 0), ('dil_conv_5x5', 1), ('max_pool_3x3', 2), ('sep_conv_5x5', 1), ('sep_conv_3x3', 0), ('max_pool_3x3', 2), ('max_pool_3x3', 1), ('sep_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 1), ('sep_conv_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 1), ('avg_pool_3x3', 3), ('dil_conv_5x5', 2), ('dil_conv_5x5', 0), ('dil_conv_3x3', 0)], reduce_concat=range(2, 6))",38.07933568954468,43.0295467376709,50.58431625366211,3.6735103816544674,28513982464.0,3708550.0
"Genotype(normal=[('avg_pool_3x3', 0), ('dil_conv_5x5', 1), ('sep_conv_5x5', 0), ('avg_pool_3x3', 1), ('dil_conv_3x3', 0), ('skip_connect', 2), ('skip_connect', 2), ('dil_conv_5x5', 0)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 1), ('avg_pool_3x3', 0), ('skip_connect', 2), ('sep_conv_5x5', 0), ('max_pool_3x3', 1), ('sep_conv_3x3', 1), ('max_pool_3x3', 3), ('max_pool_3x3', 4)], reduce_concat=range(2, 6))",31.66559934616089,31.821489334106445,31.883716583251953,0.09577736732467149,25089144832.0,3211750.0
"Genotype(normal=[('avg_pool_3x3', 0), ('max_pool_3x3', 0), ('avg_pool_3x3', 2), ('sep_conv_3x3', 0), ('dil_conv_5x5', 0), ('dil_conv_3x3', 2), ('sep_conv_3x3', 0), ('sep_conv_3x3', 3)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('max_pool_3x3', 1), ('max_pool_3x3', 2), ('sep_conv_5x5', 0), ('skip_connect', 2), ('skip_connect', 0), ('avg_pool_3x3', 3), ('dil_conv_3x3', 2)], reduce_concat=range(2, 6))",37.890870571136475,38.26713562011719,38.35773468017578,0.45678691361516527,29164259328.0,3812878.0
"Genotype(normal=[('avg_pool_3x3', 0), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('max_pool_3x3', 2), ('sep_conv_3x3', 0), ('sep_conv_3x3', 0), ('sep_conv_5x5', 2), ('dil_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('dil_conv_3x3', 0), ('avg_pool_3x3', 0), ('max_pool_3x3', 3), ('max_pool_3x3', 0), ('max_pool_3x3', 2), ('dil_conv_5x5', 4)], reduce_concat=range(2, 6))",38.993141651153564,39.24155235290527,40.421247482299805,1.1644461992478483,29821323264.0,3854134.0
"Genotype(normal=[('avg_pool_3x3', 0), ('max_pool_3x3', 1), ('dil_conv_3x3', 2), ('sep_conv_5x5', 1), ('max_pool_3x3', 1), ('avg_pool_3x3', 0), ('skip_connect', 3), ('sep_conv_5x5', 4)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 1), ('sep_conv_3x3', 1), ('avg_pool_3x3', 0), ('avg_pool_3x3', 0), ('dil_conv_5x5', 0), ('avg_pool_3x3', 3), ('sep_conv_5x5', 1), ('dil_conv_3x3', 1)], reduce_concat=range(2, 6))",33.67676258087158,34.029245376586914,34.34610366821289,0.9234605867428038,25236809728.0,3240046.0
"Genotype(normal=[('avg_pool_3x3', 0), ('max_pool_3x3', 1), ('sep_conv_5x5', 2), ('dil_conv_5x5', 1), ('dil_conv_3x3', 1), ('avg_pool_3x3', 1), ('max_pool_3x3', 3), ('sep_conv_5x5', 2)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 0), ('max_pool_3x3', 1), ('sep_conv_3x3', 2), ('dil_conv_5x5', 0), ('sep_conv_5x5', 0), ('max_pool_3x3', 3), ('dil_conv_3x3', 2), ('dil_conv_5x5', 4)], reduce_concat=range(2, 6))",37.05050230026245,38.06447982788086,40.40384292602539,1.2264550876770666,27720083456.0,3568582.0
"Genotype(normal=[('avg_pool_3x3', 0), ('sep_conv_3x3', 0), ('sep_conv_3x3', 2), ('sep_conv_5x5', 0), ('avg_pool_3x3', 1), ('max_pool_3x3', 1), ('dil_conv_5x5', 3), ('avg_pool_3x3', 2)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 0), ('sep_conv_3x3', 0), ('sep_conv_5x5', 0), ('sep_conv_5x5', 0), ('skip_connect', 0), ('sep_conv_5x5', 3)], reduce_concat=range(2, 6))",39.40258264541626,39.838314056396484,39.94417190551758,0.9582025571910826,29693964288.0,3925414.0
"Genotype(normal=[('avg_pool_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 2), ('avg_pool_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_3x3', 1), ('skip_connect', 0), ('avg_pool_3x3', 0)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 1), ('dil_conv_5x5', 1), ('avg_pool_3x3', 2), ('sep_conv_3x3', 1), ('skip_connect', 2), ('sep_conv_5x5', 2), ('sep_conv_3x3', 3), ('sep_conv_3x3', 0)], reduce_concat=range(2, 6))",36.738293170928955,37.42408752441406,37.92715072631836,0.6328674397106838,28607451136.0,3762334.0
"Genotype(normal=[('avg_pool_3x3', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 2), ('max_pool_3x3', 0), ('dil_conv_3x3', 3), ('sep_conv_3x3', 2), ('avg_pool_3x3', 2), ('dil_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('max_pool_3x3', 1), ('dil_conv_3x3', 0), ('avg_pool_3x3', 3), ('dil_conv_5x5', 4), ('dil_conv_3x3', 3)], reduce_concat=range(2, 6))",37.43036508560181,38.06281089782715,38.613319396972656,0.5521853143036731,29233358848.0,3870550.0
"Genotype(normal=[('avg_pool_3x3', 0), ('sep_conv_5x5', 0), ('dil_conv_5x5', 1), ('sep_conv_5x5', 0), ('sep_conv_3x3', 2), ('skip_connect', 2), ('dil_conv_3x3', 2), ('sep_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('skip_connect', 1), ('sep_conv_5x5', 0), ('dil_conv_3x3', 0), ('skip_connect', 1), ('avg_pool_3x3', 3), ('avg_pool_3x3', 2), ('sep_conv_5x5', 3), ('sep_conv_3x3', 2)], reduce_concat=range(2, 6))",45.95061540603638,46.04983329772949,48.25544357299805,0.7022520324178972,35633184768.0,4587454.0
"Genotype(normal=[('avg_pool_3x3', 0), ('skip_connect', 0), ('avg_pool_3x3', 0), ('dil_conv_3x3', 1), ('avg_pool_3x3', 3), ('dil_conv_3x3', 1), ('skip_connect', 2), ('sep_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('skip_connect', 1), ('avg_pool_3x3', 2), ('sep_conv_3x3', 1), ('avg_pool_3x3', 0), ('skip_connect', 1), ('sep_conv_3x3', 3), ('skip_connect', 4)], reduce_concat=range(2, 6))",28.999853134155273,29.197216033935547,29.46329116821289,1.084147394638358,22626183168.0,2929654.0
"Genotype(normal=[('avg_pool_3x3', 0), ('skip_connect', 0), ('avg_pool_3x3', 0), ('sep_conv_3x3', 0), ('dil_conv_5x5', 3), ('avg_pool_3x3', 0), ('avg_pool_3x3', 4), ('dil_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('sep_conv_5x5', 1), ('skip_connect', 0), ('skip_connect', 2), ('sep_conv_5x5', 0), ('sep_conv_5x5', 3), ('avg_pool_3x3', 0), ('max_pool_3x3', 3)], reduce_concat=range(2, 6))",29.5070481300354,29.75916862487793,30.35426139831543,0.29374247066468717,22547601408.0,2949526.0
"Genotype(normal=[('avg_pool_3x3', 1), ('avg_pool_3x3', 0), ('sep_conv_5x5', 2), ('avg_pool_3x3', 2), ('skip_connect', 3), ('sep_conv_5x5', 2), ('sep_conv_5x5', 0), ('max_pool_3x3', 4)], normal_concat=range(2, 6), reduce=[('skip_connect', 1), ('sep_conv_3x3', 0), ('max_pool_3x3', 1), ('skip_connect', 2), ('sep_conv_5x5', 1), ('skip_connect', 0), ('sep_conv_5x5', 3), ('avg_pool_3x3', 0)], reduce_concat=range(2, 6))",38.124191761016846,38.49148750305176,38.815975189208984,0.22718088825083618,28089919488.0,3592342.0
"Genotype(normal=[('avg_pool_3x3', 1), ('dil_conv_3x3', 1), ('skip_connect', 1), ('skip_connect', 1), ('skip_connect', 0), ('sep_conv_3x3', 2), ('avg_pool_3x3', 0), ('sep_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 1), ('max_pool_3x3', 1), ('skip_connect', 1), ('avg_pool_3x3', 0), ('avg_pool_3x3', 2), ('dil_conv_3x3', 2), ('skip_connect', 4), ('sep_conv_5x5', 0)], reduce_concat=range(2, 6))",28.85103464126587,29.217004776000977,29.49357032775879,0.3462537264963775,23640909824.0,3110230.0
"Genotype(normal=[('avg_pool_3x3', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('dil_conv_5x5', 2), ('avg_pool_3x3', 0), ('sep_conv_3x3', 0), ('sep_conv_3x3', 0), ('sep_conv_3x3', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 0), ('avg_pool_3x3', 0), ('skip_connect', 1), ('dil_conv_5x5', 0), ('skip_connect', 3), ('skip_connect', 1), ('avg_pool_3x3', 2), ('sep_conv_5x5', 1)], reduce_concat=range(2, 6))",38.91835689544678,39.3223762512207,39.536237716674805,0.2894118598243541,29744093184.0,3879190.0
"Genotype(normal=[('avg_pool_3x3', 1), ('max_pool_3x3', 0), ('sep_conv_3x3', 0), ('dil_conv_3x3', 1), ('dil_conv_3x3', 2), ('max_pool_3x3', 2), ('sep_conv_3x3', 4), ('dil_conv_5x5', 4)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 0), ('skip_connect', 1), ('skip_connect', 1), ('sep_conv_3x3', 2), ('sep_conv_5x5', 1), ('dil_conv_3x3', 0), ('max_pool_3x3', 1), ('skip_connect', 4)], reduce_concat=range(2, 6))",36.09873294830322,36.742448806762695,37.22691535949707,0.4212745245415582,27997825024.0,3699046.0
"Genotype(normal=[('avg_pool_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 1), ('sep_conv_3x3', 2), ('sep_conv_3x3', 3), ('sep_conv_3x3', 0), ('max_pool_3x3', 4), ('max_pool_3x3', 2)], normal_concat=range(2, 6), reduce=[('skip_connect', 1), ('dil_conv_5x5', 1), ('skip_connect', 2), ('dil_conv_3x3', 0), ('sep_conv_3x3', 3), ('dil_conv_3x3', 1), ('max_pool_3x3', 1), ('max_pool_3x3', 1)], reduce_concat=range(2, 6))",32.95284032821655,33.43367576599121,33.72502326965332,0.33368746680204125,25356048384.0,3340702.0
"Genotype(normal=[('avg_pool_3x3', 1), ('max_pool_3x3', 1), ('skip_connect', 1), ('dil_conv_3x3', 1), ('sep_conv_3x3', 0), ('dil_conv_3x3', 0), ('max_pool_3x3', 0), ('sep_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('max_pool_3x3', 1), ('avg_pool_3x3', 1), ('dil_conv_5x5', 0), ('sep_conv_3x3', 3), ('skip_connect', 0), ('dil_conv_3x3', 1), ('skip_connect', 2)], reduce_concat=range(2, 6))",33.462398052215576,33.960580825805664,34.05165672302246,0.39716778498897803,25992775680.0,3374614.0
"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_3x3', 0), ('skip_connect', 0), ('sep_conv_5x5', 2), ('dil_conv_3x3', 3), ('dil_conv_5x5', 3), ('dil_conv_3x3', 1), ('avg_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 0), ('avg_pool_3x3', 1), ('sep_conv_5x5', 3), ('dil_conv_3x3', 2), ('avg_pool_3x3', 0), ('max_pool_3x3', 0)], reduce_concat=range(2, 6))",35.96433401107788,36.96322441101074,37.43791580200195,0.7308200275642601,28249796608.0,3651958.0
"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_3x3', 0), ('skip_connect', 2), ('sep_conv_5x5', 1), ('avg_pool_3x3', 1), ('dil_conv_3x3', 0), ('avg_pool_3x3', 4), ('max_pool_3x3', 0)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 1), ('dil_conv_5x5', 1), ('max_pool_3x3', 1), ('skip_connect', 0), ('skip_connect', 2), ('avg_pool_3x3', 2), ('sep_conv_3x3', 1), ('sep_conv_3x3', 3)], reduce_concat=range(2, 6))",32.4736762046814,32.78827667236328,32.86170959472656,0.1704797755500556,24567558144.0,3197278.0
"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_3x3', 1), ('dil_conv_3x3', 2), ('max_pool_3x3', 1), ('sep_conv_5x5', 1), ('sep_conv_3x3', 3), ('sep_conv_3x3', 1), ('avg_pool_3x3', 0)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('skip_connect', 0), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('max_pool_3x3', 3), ('dil_conv_5x5', 2), ('dil_conv_5x5', 0), ('dil_conv_5x5', 2)], reduce_concat=range(2, 6))",41.35556936264038,41.99552536010742,44.197797775268555,1.285940032011901,31505285120.0,4113118.0
"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('skip_connect', 0), ('dil_conv_5x5', 0), ('sep_conv_3x3', 3), ('dil_conv_5x5', 2), ('skip_connect', 2)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 0), ('sep_conv_5x5', 0), ('max_pool_3x3', 1), ('sep_conv_5x5', 1), ('skip_connect', 0), ('max_pool_3x3', 0), ('max_pool_3x3', 3), ('skip_connect', 2)], reduce_concat=range(2, 6))",37.163965702056885,37.82081604003906,39.30258750915527,1.1020214688399061,29874161664.0,3909430.0
"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 2), ('skip_connect', 1), ('max_pool_3x3', 2), ('dil_conv_5x5', 0), ('avg_pool_3x3', 1), ('sep_conv_5x5', 1)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 1), ('dil_conv_3x3', 0), ('dil_conv_5x5', 1), ('avg_pool_3x3', 2), ('max_pool_3x3', 1), ('dil_conv_5x5', 0), ('avg_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",39.63279962539673,40.57121276855469,43.149471282958984,0.9889093384554325,29622159360.0,3741166.0
"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('sep_conv_5x5', 2), ('sep_conv_3x3', 3), ('skip_connect', 0), ('skip_connect', 4), ('dil_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 1), ('dil_conv_3x3', 1), ('max_pool_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 2), ('max_pool_3x3', 2), ('dil_conv_5x5', 3), ('sep_conv_3x3', 1)], reduce_concat=range(2, 6))",36.659202575683594,37.03165054321289,37.10627555847168,0.23755938325372716,28737517568.0,3707902.0
"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_5x5', 1), ('skip_connect', 2), ('sep_conv_3x3', 0), ('sep_conv_3x3', 0), ('sep_conv_3x3', 2), ('dil_conv_3x3', 1), ('sep_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('dil_conv_5x5', 1), ('max_pool_3x3', 2), ('avg_pool_3x3', 0), ('sep_conv_3x3', 0), ('dil_conv_5x5', 1), ('sep_conv_5x5', 2), ('avg_pool_3x3', 0)], reduce_concat=range(2, 6))",44.59250211715698,44.793128967285156,45.18556594848633,0.19725294037686578,35168509952.0,4611214.0
"Genotype(normal=[('avg_pool_3x3', 1), ('skip_connect', 0), ('dil_conv_5x5', 0), ('avg_pool_3x3', 1), ('dil_conv_3x3', 2), ('sep_conv_3x3', 0), ('sep_conv_3x3', 0), ('sep_conv_5x5', 4)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 1), ('dil_conv_5x5', 1), ('sep_conv_3x3', 2), ('dil_conv_5x5', 1), ('dil_conv_3x3', 1), ('dil_conv_3x3', 3), ('skip_connect', 1), ('dil_conv_5x5', 1)], reduce_concat=range(2, 6))",39.33770418167114,40.230512619018555,40.58670997619629,0.5901646236143213,30701910016.0,4021966.0
"Genotype(normal=[('avg_pool_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 1), ('avg_pool_3x3', 0), ('dil_conv_3x3', 1), ('max_pool_3x3', 2), ('dil_conv_3x3', 2), ('dil_conv_5x5', 4)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('max_pool_3x3', 0), ('sep_conv_5x5', 2), ('skip_connect', 0), ('dil_conv_5x5', 1), ('dil_conv_3x3', 0), ('max_pool_3x3', 4), ('max_pool_3x3', 2)], reduce_concat=range(2, 6))",30.768873691558838,31.12173080444336,37.911415100097656,2.0663227409174936,23905085440.0,3116494.0
"Genotype(normal=[('avg_pool_3x3', 1), ('skip_connect', 0), ('sep_conv_5x5', 1), ('avg_pool_3x3', 0), ('skip_connect', 1), ('sep_conv_5x5', 3), ('skip_connect', 2), ('sep_conv_5x5', 0)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 1), ('max_pool_3x3', 1), ('sep_conv_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 1), ('dil_conv_3x3', 3), ('dil_conv_3x3', 2), ('max_pool_3x3', 0)], reduce_concat=range(2, 6))",35.55827856063843,36.519765853881836,38.2080078125,1.321314732829915,27588671488.0,3500974.0
"Genotype(normal=[('avg_pool_3x3', 1), ('skip_connect', 1), ('dil_conv_3x3', 1), ('skip_connect', 0), ('avg_pool_3x3', 3), ('dil_conv_3x3', 1), ('sep_conv_5x5', 3), ('sep_conv_5x5', 2)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 1), ('skip_connect', 1), ('dil_conv_5x5', 2), ('avg_pool_3x3', 2), ('sep_conv_5x5', 2), ('sep_conv_5x5', 0), ('sep_conv_3x3', 3), ('max_pool_3x3', 4)], reduce_concat=range(2, 6))",34.744675159454346,35.22348403930664,35.63833236694336,1.5744118602989075,27320432640.0,3535534.0
"Genotype(normal=[('avg_pool_3x3', 1), ('skip_connect', 1), ('sep_conv_3x3', 0), ('max_pool_3x3', 0), ('skip_connect', 0), ('max_pool_3x3', 0), ('avg_pool_3x3', 4), ('avg_pool_3x3', 4)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('skip_connect', 0), ('avg_pool_3x3', 0), ('max_pool_3x3', 2), ('sep_conv_5x5', 0), ('sep_conv_3x3', 3), ('sep_conv_3x3', 0), ('dil_conv_3x3', 4)], reduce_concat=range(2, 6))",24.6740984916687,24.849891662597656,24.95098114013672,0.1260001437524455,18663526400.0,2465038.0
"Genotype(normal=[('avg_pool_3x3', 1), ('skip_connect', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 0), ('dil_conv_3x3', 3), ('skip_connect', 2), ('sep_conv_5x5', 4), ('max_pool_3x3', 2)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 0), ('sep_conv_5x5', 0), ('sep_conv_5x5', 1), ('sep_conv_5x5', 1), ('dil_conv_5x5', 2), ('sep_conv_5x5', 0), ('dil_conv_5x5', 4), ('max_pool_3x3', 1)], reduce_concat=range(2, 6))",39.23410654067993,39.68524932861328,40.416717529296875,0.4625443389379635,30393030656.0,3935782.0
"Genotype(normal=[('avg_pool_3x3', 1), ('skip_connect', 1), ('sep_conv_5x5', 1), ('sep_conv_5x5', 1), ('dil_conv_5x5', 2), ('dil_conv_5x5', 1), ('sep_conv_5x5', 0), ('max_pool_3x3', 2)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('dil_conv_5x5', 1), ('skip_connect', 2), ('dil_conv_3x3', 2), ('avg_pool_3x3', 3), ('skip_connect', 1), ('sep_conv_5x5', 3), ('dil_conv_5x5', 0)], reduce_concat=range(2, 6))",42.533159255981445,42.873382568359375,42.93990135192871,0.2921756106829301,32204335104.0,4094110.0
"Genotype(normal=[('avg_pool_3x3', 1), ('skip_connect', 1), ('skip_connect', 2), ('sep_conv_5x5', 1), ('max_pool_3x3', 3), ('sep_conv_5x5', 0), ('sep_conv_5x5', 3), ('dil_conv_3x3', 0)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 0), ('dil_conv_5x5', 0), ('sep_conv_3x3', 0), ('max_pool_3x3', 0), ('avg_pool_3x3', 2), ('skip_connect', 3), ('max_pool_3x3', 3), ('max_pool_3x3', 2)], reduce_concat=range(2, 6))",38.08978319168091,38.70964050292969,38.93089294433594,0.3861221116832113,29372893184.0,3741814.0
"Genotype(normal=[('dil_conv_3x3', 0), ('avg_pool_3x3', 1), ('max_pool_3x3', 0), ('avg_pool_3x3', 2), ('sep_conv_3x3', 0), ('sep_conv_5x5', 2), ('dil_conv_5x5', 0), ('sep_conv_5x5', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('max_pool_3x3', 0), ('max_pool_3x3', 0), ('dil_conv_3x3', 0), ('avg_pool_3x3', 0), ('dil_conv_5x5', 2), ('max_pool_3x3', 0), ('max_pool_3x3', 2)], reduce_concat=range(2, 6))",40.473384857177734,40.946006774902344,41.89491271972656,0.415823469897208,30292768768.0,3852838.0
