genotype,mean_lat,lat95,lat99,std_dev_lat,macs,params
"Genotype(normal=[('avg_pool_3x3', 0), ('max_pool_3x3', 1), ('sep_conv_3x3', 2), ('max_pool_3x3', 0), ('max_pool_3x3', 2), ('dil_conv_3x3', 2), ('sep_conv_5x5', 2), ('avg_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 1), ('dil_conv_5x5', 0), ('sep_conv_3x3', 2), ('dil_conv_5x5', 2), ('dil_conv_3x3', 2), ('max_pool_3x3', 1), ('max_pool_3x3', 0), ('avg_pool_3x3', 2)], reduce_concat=range(2, 6))",194.32952165603638,256.04701042175293,293.9577102661133,26.79714507310928,495667008.0,3146086.0
"Genotype(normal=[('avg_pool_3x3', 0), ('max_pool_3x3', 1), ('skip_connect', 0), ('max_pool_3x3', 0), ('dil_conv_3x3', 0), ('dil_conv_3x3', 0), ('sep_conv_5x5', 3), ('dil_conv_5x5', 0)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 1), ('dil_conv_3x3', 1), ('dil_conv_5x5', 1), ('dil_conv_5x5', 2), ('sep_conv_3x3', 3), ('dil_conv_5x5', 3), ('sep_conv_3x3', 4), ('max_pool_3x3', 3)], reduce_concat=range(2, 6))",325.9476327896118,570.0790882110596,682.0971965789795,108.22857725735257,512449344.0,3265534.0
"Genotype(normal=[('avg_pool_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('max_pool_3x3', 1), ('skip_connect', 0), ('avg_pool_3x3', 0), ('avg_pool_3x3', 2), ('avg_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 1), ('skip_connect', 1), ('dil_conv_3x3', 2), ('sep_conv_5x5', 2), ('dil_conv_5x5', 1), ('sep_conv_3x3', 2), ('avg_pool_3x3', 3), ('skip_connect', 0)], reduce_concat=range(2, 6))",143.7059736251831,230.75199127197266,254.9571990966797,36.232757009141245,387480384.0,2523142.0
"Genotype(normal=[('avg_pool_3x3', 0), ('sep_conv_5x5', 0), ('dil_conv_5x5', 1), ('dil_conv_5x5', 0), ('sep_conv_5x5', 0), ('max_pool_3x3', 2), ('dil_conv_5x5', 4), ('sep_conv_3x3', 0)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 1), ('dil_conv_3x3', 1), ('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('max_pool_3x3', 2), ('avg_pool_3x3', 2), ('dil_conv_3x3', 3), ('dil_conv_5x5', 1)], reduce_concat=range(2, 6))",375.23117303848267,502.17700004577637,634.5839500427246,66.47147687185087,679443264.0,4240774.0
"Genotype(normal=[('avg_pool_3x3', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 1), ('sep_conv_5x5', 0), ('sep_conv_3x3', 2), ('max_pool_3x3', 3), ('dil_conv_5x5', 1), ('max_pool_3x3', 2)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('dil_conv_3x3', 1), ('dil_conv_3x3', 2), ('skip_connect', 1), ('avg_pool_3x3', 0), ('dil_conv_3x3', 0), ('sep_conv_3x3', 1), ('skip_connect', 1)], reduce_concat=range(2, 6))",282.9544997215271,300.8849620819092,312.8502368927002,8.221104651425321,642256704.0,4044430.0
"Genotype(normal=[('avg_pool_3x3', 0), ('sep_conv_5x5', 1), ('sep_conv_3x3', 2), ('dil_conv_5x5', 0), ('sep_conv_5x5', 1), ('dil_conv_3x3', 2), ('sep_conv_3x3', 1), ('sep_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 1), ('avg_pool_3x3', 0), ('skip_connect', 1), ('dil_conv_3x3', 1), ('sep_conv_3x3', 1), ('dil_conv_5x5', 0), ('sep_conv_3x3', 2), ('dil_conv_3x3', 2)], reduce_concat=range(2, 6))",305.8587837219238,400.84362030029297,535.656213760376,54.972175574280016,786026304.0,5019886.0
"Genotype(normal=[('avg_pool_3x3', 0), ('skip_connect', 1), ('dil_conv_5x5', 1), ('dil_conv_3x3', 0), ('max_pool_3x3', 3), ('sep_conv_5x5', 0), ('max_pool_3x3', 2), ('dil_conv_3x3', 0)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 0), ('dil_conv_5x5', 0), ('max_pool_3x3', 1), ('skip_connect', 1), ('sep_conv_3x3', 0), ('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 2)], reduce_concat=range(2, 6))",259.98674869537354,357.6791286468506,369.77100372314453,31.016966546278717,517204800.0,3313270.0
"Genotype(normal=[('avg_pool_3x3', 1), ('avg_pool_3x3', 1), ('dil_conv_3x3', 2), ('sep_conv_5x5', 0), ('skip_connect', 2), ('dil_conv_5x5', 2), ('sep_conv_3x3', 1), ('avg_pool_3x3', 4)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 0), ('avg_pool_3x3', 1), ('avg_pool_3x3', 0), ('dil_conv_3x3', 2), ('skip_connect', 3), ('dil_conv_3x3', 1), ('max_pool_3x3', 0), ('max_pool_3x3', 2)], reduce_concat=range(2, 6))",236.166889667511,277.7829170227051,383.00418853759766,33.770043959106104,533351232.0,3347614.0
"Genotype(normal=[('avg_pool_3x3', 1), ('avg_pool_3x3', 1), ('max_pool_3x3', 2), ('avg_pool_3x3', 2), ('sep_conv_3x3', 0), ('sep_conv_3x3', 0), ('dil_conv_3x3', 3), ('max_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 0), ('sep_conv_3x3', 0), ('dil_conv_5x5', 1), ('skip_connect', 0), ('dil_conv_3x3', 0), ('skip_connect', 3), ('skip_connect', 0), ('sep_conv_5x5', 4)], reduce_concat=range(2, 6))",179.96181964874268,187.4067783355713,251.97482109069824,14.985909000842497,492432192.0,3200086.0
"Genotype(normal=[('avg_pool_3x3', 1), ('avg_pool_3x3', 1), ('max_pool_3x3', 2), ('skip_connect', 1), ('max_pool_3x3', 1), ('avg_pool_3x3', 0), ('dil_conv_5x5', 0), ('dil_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('avg_pool_3x3', 1), ('avg_pool_3x3', 2), ('dil_conv_3x3', 2), ('dil_conv_5x5', 3), ('sep_conv_5x5', 3), ('dil_conv_3x3', 4), ('avg_pool_3x3', 1)], reduce_concat=range(2, 6))",199.92928743362427,213.53530883789062,223.37007522583008,6.329554278843358,380706624.0,2416654.0
"Genotype(normal=[('avg_pool_3x3', 1), ('dil_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 0), ('avg_pool_3x3', 2), ('sep_conv_5x5', 2), ('dil_conv_3x3', 2), ('skip_connect', 3)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 0), ('max_pool_3x3', 1), ('avg_pool_3x3', 1), ('skip_connect', 2), ('dil_conv_3x3', 1), ('max_pool_3x3', 0), ('sep_conv_3x3', 2), ('dil_conv_3x3', 0)], reduce_concat=range(2, 6))",192.60989427566528,203.9937973022461,213.18721771240234,4.717621263393877,533738304.0,3401398.0
"Genotype(normal=[('avg_pool_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 2), ('max_pool_3x3', 0), ('skip_connect', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 1), ('dil_conv_5x5', 1), ('avg_pool_3x3', 2), ('dil_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_5x5', 1), ('sep_conv_5x5', 1), ('dil_conv_3x3', 0)], reduce_concat=range(2, 6))",378.4358620643616,511.5931034088135,720.318078994751,84.69565512441127,575929152.0,3626038.0
"Genotype(normal=[('avg_pool_3x3', 1), ('dil_conv_5x5', 0), ('max_pool_3x3', 0), ('avg_pool_3x3', 1), ('sep_conv_3x3', 3), ('dil_conv_3x3', 3), ('dil_conv_5x5', 3), ('avg_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 1), ('sep_conv_5x5', 0), ('avg_pool_3x3', 1), ('skip_connect', 2), ('dil_conv_5x5', 3), ('skip_connect', 3), ('sep_conv_3x3', 4), ('sep_conv_5x5', 1)], reduce_concat=range(2, 6))",267.4167847633362,309.8340034484863,376.01304054260254,31.33204009219904,503408448.0,3213046.0
"Genotype(normal=[('avg_pool_3x3', 1), ('dil_conv_5x5', 1), ('dil_conv_5x5', 2), ('skip_connect', 2), ('max_pool_3x3', 1), ('dil_conv_3x3', 2), ('dil_conv_3x3', 3), ('skip_connect', 2)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 0), ('dil_conv_5x5', 1), ('dil_conv_5x5', 1), ('dil_conv_5x5', 2), ('dil_conv_3x3', 2), ('dil_conv_3x3', 0), ('skip_connect', 4), ('sep_conv_3x3', 0)], reduce_concat=range(2, 6))",362.5397801399231,535.0191593170166,743.9720630645752,87.67088200442413,471419712.0,3028798.0
"Genotype(normal=[('avg_pool_3x3', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 1), ('dil_conv_3x3', 1), ('dil_conv_5x5', 1), ('sep_conv_5x5', 2), ('dil_conv_3x3', 0), ('sep_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 1), ('sep_conv_5x5', 0), ('skip_connect', 2), ('dil_conv_3x3', 2), ('sep_conv_3x3', 0), ('sep_conv_5x5', 0), ('sep_conv_3x3', 1), ('avg_pool_3x3', 4)], reduce_concat=range(2, 6))",370.5747985839844,518.9571380615234,627.7849674224854,79.64432230846869,647731008.0,4092382.0
"Genotype(normal=[('avg_pool_3x3', 1), ('max_pool_3x3', 0), ('sep_conv_5x5', 0), ('dil_conv_5x5', 2), ('sep_conv_5x5', 2), ('sep_conv_3x3', 2), ('skip_connect', 2), ('skip_connect', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('dil_conv_3x3', 0), ('sep_conv_3x3', 0), ('max_pool_3x3', 1), ('max_pool_3x3', 2), ('max_pool_3x3', 2), ('avg_pool_3x3', 3)], reduce_concat=range(2, 6))",181.69041633605957,188.84587287902832,197.9367733001709,4.934129689384452,596969280.0,3763846.0
"Genotype(normal=[('avg_pool_3x3', 1), ('max_pool_3x3', 1), ('avg_pool_3x3', 2), ('sep_conv_3x3', 1), ('skip_connect', 1), ('max_pool_3x3', 2), ('skip_connect', 3), ('sep_conv_3x3', 0)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 0), ('sep_conv_3x3', 0), ('sep_conv_3x3', 2), ('dil_conv_3x3', 1), ('sep_conv_5x5', 3), ('dil_conv_3x3', 1), ('sep_conv_5x5', 1), ('max_pool_3x3', 4)], reduce_concat=range(2, 6))",154.18166160583496,235.23616790771484,291.1970615386963,41.60909224096902,465309504.0,3054934.0
"Genotype(normal=[('avg_pool_3x3', 1), ('max_pool_3x3', 1), ('dil_conv_3x3', 1), ('max_pool_3x3', 1), ('max_pool_3x3', 3), ('sep_conv_5x5', 3), ('sep_conv_5x5', 2), ('sep_conv_3x3', 4)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 0), ('max_pool_3x3', 2), ('skip_connect', 1), ('avg_pool_3x3', 0), ('dil_conv_5x5', 4), ('sep_conv_5x5', 3)], reduce_concat=range(2, 6))",220.21630764007568,306.8559169769287,373.8880157470703,46.63239454280526,589227840.0,3734254.0
"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_3x3', 0), ('max_pool_3x3', 1), ('sep_conv_3x3', 2), ('sep_conv_5x5', 0), ('avg_pool_3x3', 1), ('dil_conv_5x5', 1), ('sep_conv_5x5', 4)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1), ('sep_conv_5x5', 2), ('avg_pool_3x3', 3), ('dil_conv_5x5', 0), ('sep_conv_3x3', 1)], reduce_concat=range(2, 6))",211.527419090271,221.1000919342041,250.3809928894043,9.918287614775105,682622784.0,4355254.0
"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_3x3', 0), ('skip_connect', 2), ('sep_conv_5x5', 0), ('avg_pool_3x3', 0), ('dil_conv_3x3', 0), ('sep_conv_3x3', 3), ('avg_pool_3x3', 0)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 0), ('dil_conv_5x5', 1), ('dil_conv_5x5', 2), ('max_pool_3x3', 1), ('skip_connect', 2), ('dil_conv_5x5', 1), ('dil_conv_3x3', 0), ('avg_pool_3x3', 0)], reduce_concat=range(2, 6))",210.70919275283813,298.13599586486816,324.6300220489502,44.46993452970724,572445504.0,3652606.0
"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_3x3', 1), ('sep_conv_3x3', 2), ('dil_conv_3x3', 0), ('max_pool_3x3', 3), ('skip_connect', 1), ('dil_conv_5x5', 3), ('max_pool_3x3', 0)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 1), ('dil_conv_5x5', 0), ('skip_connect', 1), ('sep_conv_3x3', 0), ('sep_conv_3x3', 2), ('skip_connect', 1), ('max_pool_3x3', 2), ('dil_conv_3x3', 2)], reduce_concat=range(2, 6))",227.6419162750244,244.5838451385498,251.07192993164062,6.604496676456776,534512448.0,3458206.0
"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_3x3', 1), ('sep_conv_3x3', 2), ('dil_conv_5x5', 0), ('max_pool_3x3', 3), ('max_pool_3x3', 3), ('dil_conv_3x3', 4), ('skip_connect', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 1), ('avg_pool_3x3', 1), ('sep_conv_5x5', 0), ('max_pool_3x3', 2), ('sep_conv_5x5', 3), ('avg_pool_3x3', 1), ('avg_pool_3x3', 3), ('dil_conv_3x3', 4)], reduce_concat=range(2, 6))",218.8066864013672,228.5151481628418,231.34899139404297,4.903086709824913,527102784.0,3384118.0
"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_5x5', 0), ('dil_conv_5x5', 0), ('dil_conv_3x3', 0), ('skip_connect', 1), ('sep_conv_5x5', 3), ('sep_conv_3x3', 4), ('sep_conv_5x5', 0)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 0), ('avg_pool_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 0), ('avg_pool_3x3', 0)], reduce_concat=range(2, 6))",273.89272928237915,392.9169178009033,598.5202789306641,72.42611766584443,717514560.0,4496086.0
"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_3x3', 0), ('dil_conv_5x5', 0), ('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('max_pool_3x3', 0), ('sep_conv_5x5', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 1), ('skip_connect', 1), ('max_pool_3x3', 2), ('avg_pool_3x3', 2), ('dil_conv_5x5', 0), ('dil_conv_5x5', 2), ('sep_conv_5x5', 4), ('dil_conv_3x3', 4)], reduce_concat=range(2, 6))",228.5719633102417,238.1582260131836,252.0289421081543,5.221895136289033,760479552.0,4795030.0
"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_5x5', 1), ('dil_conv_3x3', 0), ('sep_conv_5x5', 0), ('dil_conv_3x3', 3), ('dil_conv_5x5', 3), ('avg_pool_3x3', 4), ('skip_connect', 3)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('dil_conv_5x5', 1), ('skip_connect', 2), ('dil_conv_5x5', 2), ('dil_conv_3x3', 2), ('sep_conv_3x3', 1), ('max_pool_3x3', 1), ('skip_connect', 0)], reduce_concat=range(2, 6))",312.38672971725464,466.2470817565918,675.0118732452393,85.27044676966047,594232128.0,3733606.0
"Genotype(normal=[('avg_pool_3x3', 1), ('skip_connect', 0), ('dil_conv_5x5', 2), ('dil_conv_5x5', 2), ('avg_pool_3x3', 3), ('max_pool_3x3', 3), ('dil_conv_5x5', 4), ('avg_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('skip_connect', 1), ('dil_conv_5x5', 0), ('avg_pool_3x3', 0), ('sep_conv_5x5', 2), ('max_pool_3x3', 3), ('dil_conv_3x3', 1), ('avg_pool_3x3', 0), ('sep_conv_5x5', 2)], reduce_concat=range(2, 6))",262.596538066864,271.4347839355469,283.4429740905762,5.205702740099504,439154496.0,2774350.0
"Genotype(normal=[('avg_pool_3x3', 1), ('skip_connect', 1), ('dil_conv_3x3', 0), ('sep_conv_5x5', 0), ('dil_conv_3x3', 1), ('skip_connect', 3), ('dil_conv_5x5', 0), ('sep_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('sep_conv_5x5', 0), ('avg_pool_3x3', 1), ('skip_connect', 1), ('dil_conv_3x3', 1), ('skip_connect', 2), ('sep_conv_3x3', 0), ('sep_conv_3x3', 2)], reduce_concat=range(2, 6))",290.71879625320435,444.0450668334961,483.0350875854492,66.87503794351662,583781184.0,3727990.0
