acc1,epoch,loss,model_id
67.17399597167969,104.0,1.3412030329990388,2.0
67.4000015258789,105.0,1.3371649541282653,2.0
67.32799530029297,106.0,1.3289392015075683,2.0
67.47999572753906,107.0,1.3255744306659698,2.0
67.43999481201172,108.0,1.3229837958335877,2.0
67.3499984741211,109.0,1.3259937668037414,2.0
67.93999481201172,110.0,1.3018183235168457,2.0
68.03599548339844,111.0,1.3011535198020936,2.0
67.91400146484375,112.0,1.303768105573654,2.0
67.9219970703125,113.0,1.3021620927619935,2.0
68.1240005493164,114.0,1.298109578666687,2.0
68.31999969482422,115.0,1.2995949611091613,2.0
68.36000061035156,116.0,1.288857674922943,2.0
68.4000015258789,117.0,1.288634715576172,2.0
68.58599853515625,118.0,1.275559564523697,2.0
68.7760009765625,119.0,1.2745831754493713,2.0
